TIME, UX_2, FY_4, FY_5, FX_3,Displacement,Load,Reaction,,,
6.84E-02,-1.67E-03,-357.724656,-343.661992,-1927.0483,-1.67,701.39,1927.05,,,
7.04E-02,-1.74E-03,-368.191435,-353.715913,-1983.42825,-1.74,721.91,1983.43,,,
7.24E-02,-1.80E-03,-378.658271,-363.769809,-2039.80831,-1.80,742.43,2039.81,,,
7.44E-02,-1.86E-03,-389.125164,-373.823681,-2096.18846,-1.86,762.95,2096.19,,,
7.64E-02,-1.92E-03,-399.59211,-383.877526,-2152.5687,-1.92,783.47,2152.57,,,
7.84E-02,-1.98E-03,-410.05911,-393.931343,-2208.94903,-1.98,803.99,2208.95,,,
8.04E-02,-2.05E-03,-420.526161,-403.985134,-2265.32942,-2.05,824.51,2265.33,,,
8.24E-02,-2.11E-03,-430.993262,-414.038896,-2321.70989,-2.11,845.03,2321.71,,,
8.44E-02,-2.17E-03,-441.460413,-424.09263,-2378.09042,-2.17,865.55,2378.09,,,
8.64E-02,-2.23E-03,-451.927611,-434.146334,-2434.47102,-2.23,886.07,2434.47,,,
8.84E-02,-2.29E-03,-462.394857,-444.20001,-2490.85166,-2.29,906.59,2490.85,,,
9.04E-02,-2.35E-03,-472.862148,-454.253656,-2547.23237,-2.35,927.12,2547.23,,,
9.24E-02,-2.41E-03,-483.329484,-464.307273,-2603.61311,-2.41,947.64,2603.61,,,
9.44E-02,-2.47E-03,-493.796864,-474.36086,-2659.99391,-2.47,968.16,2659.99,,,
9.64E-02,-2.53E-03,-504.264287,-484.414417,-2716.37474,-2.53,988.68,2716.37,,,
9.84E-02,-2.59E-03,-514.731753,-494.467945,-2772.75562,-2.59,1009.20,2772.76,,,
0.10035625,-2.65E-03,-525.19926,-504.521443,-2829.13653,-2.65,1029.72,2829.14,,,
0.10235625,-2.70E-03,-535.666808,-514.57491,-2885.51748,-2.70,1050.24,2885.52,,,
0.10435625,-2.76E-03,-546.134395,-524.628348,-2941.89845,-2.76,1070.76,2941.90,,,
0.10635625,-2.82E-03,-556.602022,-534.681757,-2998.27946,-2.82,1091.28,2998.28,,,
0.10835625,-2.87E-03,-567.069688,-544.735135,-3054.6605,-2.87,1111.80,3054.66,,,
0.11035625,-2.93E-03,-577.537391,-554.788484,-3111.04156,-2.93,1132.33,3111.04,,,
0.11235625,-2.99E-03,-588.005132,-564.841804,-3167.42264,-2.99,1152.85,3167.42,,,
0.11435625,-3.04E-03,-598.472909,-574.895094,-3223.80375,-3.04,1173.37,3223.80,,,
0.11635625,-3.09E-03,-608.940722,-584.948356,-3280.18488,-3.09,1193.89,3280.18,,,
0.11835625,-3.15E-03,-619.40857,-595.001588,-3336.56603,-3.15,1214.41,3336.57,,,
0.12035625,-3.20E-03,-629.876454,-605.054792,-3392.9472,-3.20,1234.93,3392.95,,,
0.12235625,-3.26E-03,-640.344371,-615.107967,-3449.32839,-3.26,1255.45,3449.33,,,
0.12435625,-3.31E-03,-650.812323,-625.161113,-3505.7096,-3.31,1275.97,3505.71,,,
0.12635625,-3.36E-03,-661.280307,-635.214232,-3562.09082,-3.36,1296.49,3562.09,,,
0.12835625,-3.41E-03,-671.748325,-645.267323,-3618.47206,-3.41,1317.02,3618.47,,,
0.13035625,-3.47E-03,-682.216374,-655.320386,-3674.85331,-3.47,1337.54,3674.85,,,
0.13235625,-3.52E-03,-692.684455,-665.373421,-3731.23457,-3.52,1358.06,3731.23,,,
0.13435625,-3.57E-03,-703.152568,-675.426429,-3787.61585,-3.57,1378.58,3787.62,,,
0.13635625,-3.62E-03,-713.620711,-685.47941,-3843.99714,-3.62,1399.10,3844.00,,,
0.13835625,-3.67E-03,-724.088885,-695.532364,-3900.37844,-3.67,1419.62,3900.38,,,
0.14035625,-3.72E-03,-734.557089,-705.585292,-3956.75975,-3.72,1440.14,3956.76,,,
0.14235625,-3.77E-03,-745.025322,-715.638194,-4013.14107,-3.77,1460.66,4013.14,,,
0.14435625,-3.81E-03,-755.493584,-725.691069,-4069.5224,-3.81,1481.18,4069.52,,,
0.14635625,-3.86E-03,-765.961875,-735.743919,-4125.90374,-3.86,1501.71,4125.90,,,
0.14835625,-3.91E-03,-776.430195,-745.796743,-4182.28509,-3.91,1522.23,4182.29,,,
0.15035625,-3.96E-03,-786.898542,-755.849542,-4238.66645,-3.96,1542.75,4238.67,,,
0.15235625,-4.00E-03,-797.366917,-765.902315,-4295.04781,-4.00,1563.27,4295.05,,,
0.15435625,-4.05E-03,-807.835319,-775.955064,-4351.42918,-4.05,1583.79,4351.43,,,
0.15635625,-4.10E-03,-818.303747,-786.007788,-4407.81056,-4.10,1604.31,4407.81,,,
0.15835625,-4.14E-03,-828.772203,-796.060488,-4464.19195,-4.14,1624.83,4464.19,,,
0.16035625,-4.19E-03,-839.240684,-806.113164,-4520.57334,-4.19,1645.35,4520.57,,,
0.16235625,-4.23E-03,-849.709191,-816.165816,-4576.95474,-4.23,1665.88,4576.95,,,
0.16435625,-4.28E-03,-860.177724,-826.218444,-4633.33614,-4.28,1686.40,4633.34,,,
0.16635625,-4.32E-03,-870.646281,-836.27105,-4689.71755,-4.32,1706.92,4689.72,,,
0.16835625,-4.36E-03,-881.114864,-846.323631,-4746.09897,-4.36,1727.44,4746.10,,,
0.17035625,-4.41E-03,-891.583471,-856.37619,-4802.48039,-4.41,1747.96,4802.48,,,
0.17235625,-4.45E-03,-902.052102,-866.428727,-4858.86181,-4.45,1768.48,4858.86,,,
0.17435625,-4.49E-03,-912.520756,-876.481241,-4915.24324,-4.49,1789.00,4915.24,,,
0.17635625,-4.53E-03,-922.989435,-886.533732,-4971.62468,-4.53,1809.52,4971.62,,,
0.17835625,-4.57E-03,-933.458137,-896.586202,-5028.00612,-4.57,1830.04,5028.01,,,
0.18035625,-4.62E-03,-943.926861,-906.63865,-5084.38756,-4.62,1850.57,5084.39,,,
0.18235625,-4.66E-03,-954.395609,-916.691077,-5140.76901,-4.66,1871.09,5140.77,,,
0.18435625,-4.70E-03,-964.864378,-926.743482,-5197.15046,-4.70,1891.61,5197.15,,,
0.18635625,-4.74E-03,-975.33317,-936.795867,-5253.53191,-4.74,1912.13,5253.53,,,
0.18835625,-4.78E-03,-985.801984,-946.84823,-5309.91337,-4.78,1932.65,5309.91,,,
0.19035625,-4.82E-03,-996.270819,-956.900573,-5366.29483,-4.82,1953.17,5366.29,,,
0.19235625,-4.86E-03,-1006.73968,-966.952896,-5422.67629,-4.86,1973.69,5422.68,,,
0.19435625,-4.90E-03,-1017.20855,-977.005198,-5479.05775,-4.90,1994.21,5479.06,,,
0.19635625,-4.93E-03,-1027.67745,-987.05748,-5535.43922,-4.93,2014.73,5535.44,,,
0.19835625,-4.97E-03,-1038.14637,-997.109743,-5591.8207,-4.97,2035.26,5591.82,,,
0.20035625,-5.01E-03,-1048.61531,-1007.16199,-5648.20217,-5.01,2055.78,5648.20,,,
0.20235625,-5.05E-03,-1059.08427,-1017.21421,-5704.58365,-5.05,2076.30,5704.58,,,
0.20435625,-5.08E-03,-1069.55325,-1027.26641,-5760.96513,-5.08,2096.82,5760.97,,,
0.20635625,-5.12E-03,-1080.02225,-1037.3186,-5817.34661,-5.12,2117.34,5817.35,,,
0.20835625,-5.16E-03,-1090.49127,-1047.37077,-5873.72809,-5.16,2137.86,5873.73,,,
0.21035625,-5.19E-03,-1100.96031,-1057.42292,-5930.10958,-5.19,2158.38,5930.11,,,
0.21235625,-5.23E-03,-1111.42936,-1067.47505,-5986.49107,-5.23,2178.90,5986.49,,,
0.21435625,-5.26E-03,-1121.89844,-1077.52716,-6042.87256,-5.26,2199.43,6042.87,,,
0.21635625,-5.30E-03,-1132.36753,-1087.57925,-6099.25405,-5.30,2219.95,6099.25,,,
0.21835625,-5.33E-03,-1142.83665,-1097.63133,-6155.63554,-5.33,2240.47,6155.64,,,
0.22035625,-5.37E-03,-1153.30578,-1107.68339,-6212.01704,-5.37,2260.99,6212.02,,,
0.22235625,-5.40E-03,-1163.77493,-1117.73543,-6268.39853,-5.40,2281.51,6268.40,,,
0.22435625,-5.44E-03,-1174.24409,-1127.78745,-6324.78003,-5.44,2302.03,6324.78,,,
0.22635625,-5.47E-03,-1184.71328,-1137.83946,-6381.16153,-5.47,2322.55,6381.16,,,
0.22835625,-5.51E-03,-1195.18248,-1147.89145,-6437.54304,-5.51,2343.07,6437.54,,,
0.23035625,-5.54E-03,-1205.6517,-1157.94342,-6493.92454,-5.54,2363.60,6493.92,,,
0.23235625,-5.57E-03,-1216.12093,-1167.99538,-6550.30605,-5.57,2384.12,6550.31,,,
0.23435625,-5.60E-03,-1226.59019,-1178.04732,-6606.68755,-5.60,2404.64,6606.69,,,
0.23635625,-5.64E-03,-1237.05946,-1188.09924,-6663.06906,-5.64,2425.16,6663.07,,,
0.23835625,-5.67E-03,-1247.52874,-1198.15115,-6719.45057,-5.67,2445.68,6719.45,,,
0.24035625,-5.70E-03,-1257.99804,-1208.20304,-6775.83208,-5.70,2466.20,6775.83,,,
0.24235625,-5.73E-03,-1268.46736,-1218.25492,-6832.21359,-5.73,2486.72,6832.21,,,
0.24435625,-5.76E-03,-1278.93669,-1228.30678,-6888.59511,-5.76,2507.24,6888.60,,,
0.24635625,-5.79E-03,-1289.40604,-1238.35863,-6944.97662,-5.79,2527.76,6944.98,,,
0.24835625,-5.82E-03,-1299.87541,-1248.41046,-7001.35813,-5.82,2548.29,7001.36,,,
0.25035625,-5.86E-03,-1310.34479,-1258.46227,-7057.73965,-5.86,2568.81,7057.74,,,
0.25235625,-5.89E-03,-1320.81419,-1268.51407,-7114.12117,-5.89,2589.33,7114.12,,,
0.25435625,-5.92E-03,-1331.2836,-1278.56586,-7170.50269,-5.92,2609.85,7170.50,,,
0.25635625,-5.94E-03,-1341.75302,-1288.61763,-7226.88421,-5.94,2630.37,7226.88,,,
0.25835625,-5.97E-03,-1352.22246,-1298.66938,-7283.26573,-5.97,2650.89,7283.27,,,
0.26035625,-6.00E-03,-1362.69192,-1308.72113,-7339.64725,-6.00,2671.41,7339.65,,,
0.26235625,-6.03E-03,-1373.16139,-1318.77285,-7396.02877,-6.03,2691.93,7396.03,,,
0.26435625,-6.06E-03,-1383.63087,-1328.82457,-7452.41029,-6.06,2712.46,7452.41,,,
0.26635625,-6.09E-03,-1394.10037,-1338.87627,-7508.79182,-6.09,2732.98,7508.79,,,
0.26835625,-6.12E-03,-1404.56988,-1348.92795,-7565.17334,-6.12,2753.50,7565.17,,,
0.27035625,-6.15E-03,-1415.03941,-1358.97963,-7621.55486,-6.15,2774.02,7621.55,,,
0.27235625,-6.17E-03,-1425.50895,-1369.03128,-7677.93639,-6.17,2794.54,7677.94,,,
0.27435625,-6.20E-03,-1435.9785,-1379.08293,-7734.31792,-6.20,2815.06,7734.32,,,
0.27635625,-6.23E-03,-1446.44807,-1389.13456,-7790.69945,-6.23,2835.58,7790.70,,,
0.27835625,-6.26E-03,-1456.91765,-1399.18618,-7847.08097,-6.26,2856.10,7847.08,,,
0.28035625,-6.28E-03,-1467.38724,-1409.23779,-7903.4625,-6.28,2876.63,7903.46,,,
0.28235625,-6.31E-03,-1477.85685,-1419.28938,-7959.84403,-6.31,2897.15,7959.84,,,
0.28435625,-6.34E-03,-1488.32647,-1429.34096,-8016.22556,-6.34,2917.67,8016.23,,,
0.28635625,-6.36E-03,-1498.7961,-1439.39253,-8072.60709,-6.36,2938.19,8072.61,,,
0.28835625,-6.39E-03,-1509.26575,-1449.44408,-8128.98862,-6.39,2958.71,8128.99,,,
0.29035625,-6.42E-03,-1519.73541,-1459.49563,-8185.37016,-6.42,2979.23,8185.37,,,
0.29235625,-6.44E-03,-1530.20508,-1469.54716,-8241.75169,-6.44,2999.75,8241.75,,,
0.29435625,-6.47E-03,-1540.67476,-1479.59867,-8298.13322,-6.47,3020.27,8298.13,,,
0.29635625,-6.49E-03,-1551.14445,-1489.65018,-8354.51475,-6.49,3040.79,8354.51,,,
0.29835625,-6.52E-03,-1561.61416,-1499.70167,-8410.89629,-6.52,3061.32,8410.90,,,
0.30035625,-6.54E-03,-1572.08388,-1509.75316,-8467.27782,-6.54,3081.84,8467.28,,,
0.30235625,-6.57E-03,-1582.55361,-1519.80463,-8523.65936,-6.57,3102.36,8523.66,,,
0.30435625,-6.59E-03,-1593.02335,-1529.85609,-8580.04089,-6.59,3122.88,8580.04,,,
0.30635625,-6.62E-03,-1603.49311,-1539.90753,-8636.42243,-6.62,3143.40,8636.42,,,
0.30835625,-6.64E-03,-1613.96287,-1549.95897,-8692.80397,-6.64,3163.92,8692.80,,,
0.31035625,-6.66E-03,-1624.43265,-1560.0104,-8749.1855,-6.66,3184.44,8749.19,,,
0.31235625,-6.69E-03,-1634.90244,-1570.06181,-8805.56704,-6.69,3204.96,8805.57,,,
0.31435625,-6.71E-03,-1645.37224,-1580.11321,-8861.94858,-6.71,3225.49,8861.95,,,
0.31635625,-6.74E-03,-1655.84205,-1590.1646,-8918.33012,-6.74,3246.01,8918.33,,,
0.31835625,-6.76E-03,-1666.31187,-1600.21598,-8974.71165,-6.76,3266.53,8974.71,,,
0.32035625,-6.78E-03,-1676.78171,-1610.26735,-9031.09319,-6.78,3287.05,9031.09,,,
0.32235625,-6.80E-03,-1687.25155,-1620.31871,-9087.47473,-6.80,3307.57,9087.47,,,
0.32435625,-6.83E-03,-1697.72141,-1630.37006,-9143.85627,-6.83,3328.09,9143.86,,,
0.32635625,-6.85E-03,-1708.19127,-1640.4214,-9200.23781,-6.85,3348.61,9200.24,,,
0.32835625,-6.87E-03,-1718.66115,-1650.47273,-9256.61935,-6.87,3369.13,9256.62,,,
0.33035625,-6.90E-03,-1729.13103,-1660.52404,-9313.00089,-6.90,3389.66,9313.00,,,
0.33235625,-6.92E-03,-1739.60093,-1670.57535,-9369.38243,-6.92,3410.18,9369.38,,,
0.33435625,-6.94E-03,-1750.07084,-1680.62665,-9425.76398,-6.94,3430.70,9425.76,,,
0.33635625,-6.96E-03,-1760.54075,-1690.67793,-9482.14552,-6.96,3451.22,9482.15,,,
0.33835625,-6.98E-03,-1771.01068,-1700.72921,-9538.52706,-6.98,3471.74,9538.53,,,
0.34035625,-7.00E-03,-1781.48062,-1710.78048,-9594.9086,-7.00,3492.26,9594.91,,,
0.34235625,-7.03E-03,-1791.95056,-1720.83174,-9651.29014,-7.03,3512.78,9651.29,,,
0.34435625,-7.05E-03,-1802.42052,-1730.88298,-9707.67169,-7.05,3533.30,9707.67,,,
0.34635625,-7.07E-03,-1812.89049,-1740.93422,-9764.05323,-7.07,3553.82,9764.05,,,
0.34835625,-7.09E-03,-1823.36046,-1750.98545,-9820.43477,-7.09,3574.35,9820.43,,,
0.35035625,-7.11E-03,-1833.83045,-1761.03667,-9876.81632,-7.11,3594.87,9876.82,,,
0.35235625,-7.13E-03,-1844.30044,-1771.08788,-9933.19786,-7.13,3615.39,9933.20,,,
0.35435625,-7.15E-03,-1854.77045,-1781.13908,-9989.57941,-7.15,3635.91,9989.58,,,
0.35635625,-7.17E-03,-1865.24046,-1791.19027,-10045.9609,-7.17,3656.43,10045.96,,,
0.35835625,-7.19E-03,-1875.71048,-1801.24145,-10102.3425,-7.19,3676.95,10102.34,,,
0.36035625,-7.21E-03,-1886.18051,-1811.29262,-10158.724,-7.21,3697.47,10158.72,,,
0.36235625,-7.23E-03,-1896.65055,-1821.34379,-10215.1056,-7.23,3717.99,10215.11,,,
0.36435625,-7.25E-03,-1907.1206,-1831.39494,-10271.4871,-7.25,3738.52,10271.49,,,
0.36635625,-7.27E-03,-1917.59066,-1841.44609,-10327.8687,-7.27,3759.04,10327.87,,,
0.36835625,-7.29E-03,-1928.06073,-1851.49723,-10384.2502,-7.29,3779.56,10384.25,,,
0.37035625,-7.31E-03,-1938.53081,-1861.54836,-10440.6318,-7.31,3800.08,10440.63,,,
0.37235625,-7.33E-03,-1949.00089,-1871.59948,-10497.0133,-7.33,3820.60,10497.01,,,
0.37435625,-7.35E-03,-1959.47099,-1881.65059,-10553.3949,-7.35,3841.12,10553.39,,,
0.37635625,-7.37E-03,-1969.94109,-1891.70169,-10609.7764,-7.37,3861.64,10609.78,,,
0.37835625,-7.38E-03,-1980.4112,-1901.75279,-10666.158,-7.38,3882.16,10666.16,,,
0.38035625,-7.40E-03,-1990.88132,-1911.80387,-10722.5395,-7.40,3902.69,10722.54,,,
0.38235625,-7.42E-03,-2001.35144,-1921.85495,-10778.921,-7.42,3923.21,10778.92,,,
0.38435625,-7.44E-03,-2011.82158,-1931.90602,-10835.3026,-7.44,3943.73,10835.30,,,
0.38635625,-7.46E-03,-2022.29172,-1941.95708,-10891.6841,-7.46,3964.25,10891.68,,,
0.38835625,-7.48E-03,-2032.76187,-1952.00814,-10948.0657,-7.48,3984.77,10948.07,,,
0.39035625,-7.50E-03,-2043.23203,-1962.05918,-11004.4472,-7.50,4005.29,11004.45,,,
0.39235625,-7.51E-03,-2053.7022,-1972.11022,-11060.8288,-7.51,4025.81,11060.83,,,
0.39435625,-7.53E-03,-2064.17238,-1982.16125,-11117.2103,-7.53,4046.33,11117.21,,,
0.39635625,-7.55E-03,-2074.64256,-1992.21227,-11173.5919,-7.55,4066.85,11173.59,,,
0.39835625,-7.57E-03,-2085.11275,-2002.26329,-11229.9734,-7.57,4087.38,11229.97,,,
0.40035625,-7.58E-03,-2095.58295,-2012.31429,-11286.355,-7.58,4107.90,11286.36,,,
0.40235625,-7.60E-03,-2106.05316,-2022.36529,-11342.7365,-7.60,4128.42,11342.74,,,
0.40435625,-7.62E-03,-2116.52337,-2032.41628,-11399.1181,-7.62,4148.94,11399.12,,,
0.40635625,-7.64E-03,-2126.9936,-2042.46727,-11455.4996,-7.64,4169.46,11455.50,,,
0.40835625,-7.65E-03,-2137.46382,-2052.51824,-11511.8812,-7.65,4189.98,11511.88,,,
0.41035625,-7.67E-03,-2147.93406,-2062.56921,-11568.2627,-7.67,4210.50,11568.26,,,
0.41235625,-7.69E-03,-2158.40431,-2072.62018,-11624.6443,-7.69,4231.02,11624.64,,,
0.41435625,-7.70E-03,-2168.87456,-2082.67113,-11681.0258,-7.70,4251.55,11681.03,,,
0.41635625,-7.72E-03,-2179.34482,-2092.72208,-11737.4074,-7.72,4272.07,11737.41,,,
0.41835625,-7.74E-03,-2189.81508,-2102.77302,-11793.7889,-7.74,4292.59,11793.79,,,
0.42035625,-7.75E-03,-2200.28536,-2112.82395,-11850.1705,-7.75,4313.11,11850.17,,,
0.42235625,-7.77E-03,-2210.75564,-2122.87488,-11906.552,-7.77,4333.63,11906.55,,,
0.42435625,-7.78E-03,-2221.22592,-2132.9258,-11962.9336,-7.78,4354.15,11962.93,,,
0.42635625,-7.80E-03,-2231.69622,-2142.97671,-12019.3151,-7.80,4374.67,12019.32,,,
0.42835625,-7.82E-03,-2242.16652,-2153.02761,-12075.6967,-7.82,4395.19,12075.70,,,
0.43035625,-7.83E-03,-2252.63683,-2163.07851,-12132.0782,-7.83,4415.72,12132.08,,,
0.43235625,-7.85E-03,-2263.10714,-2173.1294,-12188.4598,-7.85,4436.24,12188.46,,,
0.43435625,-7.86E-03,-2273.57746,-2183.18029,-12244.8413,-7.86,4456.76,12244.84,,,
0.43635625,-7.88E-03,-2284.04779,-2193.23117,-12301.2229,-7.88,4477.28,12301.22,,,
0.43835625,-7.89E-03,-2294.51812,-2203.28204,-12357.6044,-7.89,4497.80,12357.60,,,
0.44035625,-7.91E-03,-2304.98847,-2213.33291,-12413.986,-7.91,4518.32,12413.99,,,
0.44235625,-7.92E-03,-2315.45881,-2223.38376,-12470.3675,-7.92,4538.84,12470.37,,,
0.44435625,-7.94E-03,-2325.92917,-2233.43462,-12526.7491,-7.94,4559.36,12526.75,,,
0.44635625,-7.95E-03,-2336.39953,-2243.48546,-12583.1306,-7.95,4579.88,12583.13,,,
0.44835625,-7.97E-03,-2346.8699,-2253.5363,-12639.5122,-7.97,4600.41,12639.51,,,
0.45035625,-7.98E-03,-2357.34027,-2263.58713,-12695.8937,-7.98,4620.93,12695.89,,,
0.45235625,-8.00E-03,-2367.81065,-2273.63796,-12752.2753,-8.00,4641.45,12752.28,,,
0.45435625,-8.01E-03,-2378.28104,-2283.68878,-12808.6568,-8.01,4661.97,12808.66,,,
0.45635625,-8.03E-03,-2388.75143,-2293.7396,-12865.0384,-8.03,4682.49,12865.04,,,
0.45835625,-8.04E-03,-2399.22183,-2303.7904,-12921.4199,-8.04,4703.01,12921.42,,,
0.46035625,-8.06E-03,-2409.69223,-2313.84121,-12977.8015,-8.06,4723.53,12977.80,,,
0.46235625,-8.07E-03,-2420.16264,-2323.892,-13034.1831,-8.07,4744.05,13034.18,,,
0.46435625,-8.09E-03,-2430.63306,-2333.94279,-13090.5646,-8.09,4764.58,13090.56,,,
0.46635625,-8.10E-03,-2441.10348,-2343.99358,-13146.9462,-8.10,4785.10,13146.95,,,
0.46835625,-8.11E-03,-2451.57391,-2354.04436,-13203.3277,-8.11,4805.62,13203.33,,,
0.47035625,-8.13E-03,-2462.04435,-2364.09513,-13259.7093,-8.13,4826.14,13259.71,,,
0.47235625,-8.14E-03,-2472.51479,-2374.14589,-13316.0908,-8.14,4846.66,13316.09,,,
0.47435625,-8.16E-03,-2482.98523,-2384.19665,-13372.4724,-8.16,4867.18,13372.47,,,
0.47635625,-8.17E-03,-2493.45569,-2394.24741,-13428.8539,-8.17,4887.70,13428.85,,,
0.47835625,-8.18E-03,-2503.92614,-2404.29816,-13485.2355,-8.18,4908.22,13485.24,,,
0.48035625,-8.20E-03,-2514.39661,-2414.3489,-13541.617,-8.20,4928.75,13541.62,,,
0.48235625,-8.21E-03,-2524.86708,-2424.39964,-13597.9986,-8.21,4949.27,13598.00,,,
0.48435625,-8.22E-03,-2535.33755,-2434.45037,-13654.3801,-8.22,4969.79,13654.38,,,
0.48635625,-8.24E-03,-2545.80803,-2444.5011,-13710.7617,-8.24,4990.31,13710.76,,,
0.48835625,-8.25E-03,-2556.27852,-2454.55182,-13767.1432,-8.25,5010.83,13767.14,,,
0.49035625,-8.26E-03,-2566.74901,-2464.60254,-13823.5248,-8.26,5031.35,13823.52,,,
0.49235625,-8.28E-03,-2577.21951,-2474.65325,-13879.9063,-8.28,5051.87,13879.91,,,
0.49435625,-8.29E-03,-2587.69001,-2484.70395,-13936.2879,-8.29,5072.39,13936.29,,,
0.49635625,-8.30E-03,-2598.16052,-2494.75465,-13992.6694,-8.30,5092.92,13992.67,,,
0.49835625,-8.32E-03,-2608.63103,-2504.80534,-14049.051,-8.32,5113.44,14049.05,,,
0.50035625,-8.33E-03,-2619.10155,-2514.85603,-14105.4326,-8.33,5133.96,14105.43,,,
0.50235625,-8.34E-03,-2629.57207,-2524.90672,-14161.8141,-8.34,5154.48,14161.81,,,
0.50435625,-8.35E-03,-2640.0426,-2534.95739,-14218.1957,-8.35,5175.00,14218.20,,,
0.50635625,-8.37E-03,-2650.51314,-2545.00807,-14274.5772,-8.37,5195.52,14274.58,,,
0.50835625,-8.38E-03,-2660.98368,-2555.05874,-14330.9588,-8.38,5216.04,14330.96,,,
0.51035625,-8.39E-03,-2671.45422,-2565.1094,-14387.3403,-8.39,5236.56,14387.34,,,
0.51235625,-8.40E-03,-2681.92477,-2575.16006,-14443.7219,-8.40,5257.08,14443.72,,,
0.51435625,-8.42E-03,-2692.39533,-2585.21071,-14500.1034,-8.42,5277.61,14500.10,,,
0.51635625,-8.43E-03,-2702.86589,-2595.26136,-14556.485,-8.43,5298.13,14556.49,,,
0.51835625,-8.44E-03,-2713.33645,-2605.312,-14612.8665,-8.44,5318.65,14612.87,,,
0.52035625,-8.45E-03,-2723.80702,-2615.36264,-14669.2481,-8.45,5339.17,14669.25,,,
0.52235625,-8.46E-03,-2734.2776,-2625.41327,-14725.6296,-8.46,5359.69,14725.63,,,
0.52435625,-8.48E-03,-2744.74818,-2635.4639,-14782.0112,-8.48,5380.21,14782.01,,,
